consumer_id,choice_set_id,alternative_id_in_set,choice,kindle,ipad,galaxy,surface,screen8,screen9,screen10,hd32,hd64,hd128,ram2,ram4,battery8,battery9,p199,p299,p399,p499
25,364,3,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
25,365,1,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
25,365,2,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
25,365,3,3,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0
25,366,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
25,366,2,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
25,366,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
25,367,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
25,367,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
25,367,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
25,368,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
25,368,2,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1
25,368,3,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
25,369,1,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
25,369,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
25,369,3,3,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0
25,370,1,3,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0
25,370,2,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
25,370,3,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
25,371,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
25,371,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
25,371,3,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
25,372,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
25,372,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
25,372,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
25,373,1,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
25,373,2,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
25,373,3,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
25,374,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
25,374,2,3,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
25,374,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
25,375,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
25,375,2,3,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
25,375,3,3,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
26,376,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
26,376,2,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
26,376,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
26,377,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
26,377,2,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
26,377,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
26,378,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
26,378,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
26,378,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
26,379,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26,379,2,2,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0
26,379,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
26,380,1,3,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
26,380,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
26,380,3,3,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
26,381,1,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
26,381,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
26,381,3,2,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
26,382,1,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0
26,382,2,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
26,382,3,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
26,383,1,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
26,383,2,3,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
26,383,3,3,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
26,384,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
26,384,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
26,384,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
26,385,1,3,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1
26,385,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
26,385,3,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
26,386,1,2,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
26,386,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26,386,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26,387,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
26,387,2,3,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0
26,387,3,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
26,388,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
26,388,2,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
26,388,3,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
26,389,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
26,389,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
26,389,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
26,390,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
26,390,2,3,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
26,390,3,3,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
27,391,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
27,391,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
27,391,3,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
27,392,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
27,392,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
27,392,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1
27,393,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
27,393,2,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
27,393,3,3,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
27,394,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
27,394,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
27,394,3,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
27,395,1,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
27,395,2,2,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
27,395,3,2,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
27,396,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
27,396,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
27,396,3,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
27,397,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
27,397,2,2,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0
27,397,3,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
27,398,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
27,398,2,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
27,398,3,3,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
27,399,1,2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
27,399,2,2,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
27,399,3,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
27,400,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
27,400,2,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
27,400,3,3,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
27,401,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
27,401,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
27,401,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
27,402,1,3,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
27,402,2,3,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
27,402,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
27,403,1,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
27,403,2,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
27,403,3,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
27,404,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
27,404,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
27,404,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
27,405,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
27,405,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
27,405,3,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
28,406,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
28,406,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
28,406,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
28,407,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28,407,2,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0
28,407,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
28,408,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
28,408,2,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
28,408,3,2,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
28,409,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
28,409,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
28,409,3,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
28,410,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
28,410,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
28,410,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
28,411,1,3,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
28,411,2,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
28,411,3,3,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
28,412,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
28,412,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
28,412,3,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
28,413,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
28,413,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
28,413,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
28,414,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
28,414,2,2,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
28,414,3,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
28,415,1,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
28,415,2,2,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
28,415,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
28,416,1,2,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0
28,416,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28,416,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
28,417,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
28,417,2,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
28,417,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
28,418,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
28,418,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
28,418,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
28,419,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
28,419,2,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
28,419,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
28,420,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
28,420,2,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
28,420,3,2,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
29,421,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
29,421,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
29,421,3,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
29,422,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
29,422,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
29,422,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1
29,423,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
29,423,2,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
29,423,3,3,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
29,424,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
29,424,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
29,424,3,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29,425,1,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
29,425,2,2,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
29,425,3,2,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
29,426,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
29,426,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
29,426,3,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
29,427,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
29,427,2,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0
29,427,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
29,428,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
29,428,2,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
29,428,3,2,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
29,429,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
29,429,2,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
29,429,3,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
29,430,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
29,430,2,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
29,430,3,3,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
29,431,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
29,431,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
29,431,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
29,432,1,3,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
29,432,2,3,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
29,432,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
29,433,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
29,433,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
29,433,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
29,434,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29,434,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
29,434,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
29,435,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
29,435,2,3,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
29,435,3,3,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
30,436,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
30,436,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
30,436,3,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
30,437,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
30,437,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
30,437,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1
30,438,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
30,438,2,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
30,438,3,3,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
30,439,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
30,439,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
30,439,3,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
30,440,1,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
30,440,2,2,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
30,440,3,2,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
30,441,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
30,441,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
30,441,3,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
30,442,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
30,442,2,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0
30,442,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
30,443,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
30,443,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
30,443,3,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
30,444,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
30,444,2,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
30,444,3,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
30,445,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
30,445,2,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
30,445,3,2,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
30,446,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
30,446,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
30,446,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
30,447,1,3,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
30,447,2,3,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
30,447,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
30,448,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
30,448,2,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
30,448,3,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
30,449,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
30,449,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
30,449,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
30,450,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
30,450,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
30,450,3,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
31,451,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
31,451,2,2,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
31,451,3,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
31,452,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
31,452,2,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
31,452,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
31,453,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
31,453,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
31,453,3,2,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
31,454,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
31,454,2,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
31,454,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
31,455,1,3,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
31,455,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
31,455,3,3,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
31,456,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,456,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
31,456,3,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
31,457,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
31,457,2,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
31,457,3,2,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
31,458,1,3,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1
31,458,2,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
31,458,3,3,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
31,459,1,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
31,459,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
31,459,3,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
31,460,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
31,460,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
31,460,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
31,461,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
31,461,2,2,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
31,461,3,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
31,462,1,2,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
31,462,2,2,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
31,462,3,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
31,463,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
31,463,2,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
31,463,3,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
31,464,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
31,464,2,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
31,464,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
31,465,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
31,465,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
31,465,3,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
32,466,1,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
32,466,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
32,466,3,3,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
32,467,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,467,2,2,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
32,467,3,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
32,468,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
32,468,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
32,468,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
32,469,1,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
32,469,2,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
32,469,3,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
